GeneID,logFC,exon.F,exon.df.test,exon.p.value
ENSG00000000003.16,-0.02550271359990741,0.03128364784553362,1,0.8619364666956111
ENSG00000000003.16,0.4588679793039834,1.371895293826204,1,0.259460918667098
ENSG00000000003.16,0.09145980829637235,0.03194986128514208,1,0.8604905303973123
ENSG00000000419.14,-0.4344832186737761,6.57808829543009,1,0.016422474395345363
ENSG00000000419.14,0.05116222839751927,0.24836125837873907,1,0.6224064999826164
ENSG00000000419.14,0.024496573841103597,0.017418100197249247,1,0.8960144580117895
ENSG00000000419.14,0.42241435744235467,0.9213432062414912,1,0.3459337565370145
ENSG00000000419.14,0.664663831977883,2.1782987714375692,1,0.15193657029776192
ENSG00000000457.14,0.44583977472343683,4.180519109237984,1,0.06653811630422575
ENSG00000000457.14,-0.4656732603928866,4.0752118645621955,1,0.06953664688264848
ENSG00000000460.17,1.4867654587037737,2.152154544003904,1,0.15694283831499814
ENSG00000000460.17,-0.4467699392468666,0.30566107741393933,1,0.5860962670254914
ENSG00000000460.17,0.46936575105079303,0.47656965993432443,1,0.49741504323010977
ENSG00000000460.17,-0.6985959639542222,1.1103183681320579,1,0.3037893288374601
ENSG00000000971.17,0.1535794710591336,0.09660951525845268,1,0.7602253118694421
ENSG00000000971.17,0.02542361565125617,0.03220578475714371,1,0.8599846417192505
ENSG00000000971.17,-0.23930236298560992,0.5673727049660292,1,0.4629941793050193
ENSG00000001084.13,0.06716546415919389,0.01427455011428721,1,0.9057885065268176
ENSG00000001084.13,-0.03557086536986631,0.03314143508270469,1,0.8569139913698356
ENSG00000001084.13,-0.09853420998512519,0.13431911384855977,1,0.7168704053132744
ENSG00000001084.13,0.8680138393461743,9.53363189581752,1,0.004650560144456285
ENSG00000001084.13,-1.0014934677946847,10.270055631750653,1,0.003476114744313883
ENSG00000001084.13,-0.6235063081678014,1.2104771702896509,1,0.28101407447879706
ENSG00000001167.15,0.0264925985984501,0.09930526762417627,1,0.7587336583809302
ENSG00000001167.15,-0.14488591455133815,1.2446369598390692,1,0.2890417718548494
ENSG00000001460.18,-0.49546792603357126,2.0311067479625344,1,0.17541369637304197
ENSG00000001460.18,0.7787247057822722,2.3626916179995083,1,0.14593783709556815
ENSG00000001460.18,0.35444349949096754,0.6662222619784934,1,0.42766294042372555
ENSG00000001461.19,-0.005154758677102578,0.004276703708295919,1,0.9487413334660908
ENSG00000001461.19,0.3014659295555955,5.178389240251778,1,0.03833355681602492
ENSG00000001461.19,-0.44580749791925633,7.175577780293115,1,0.017432933554851995
ENSG00000001497.18,-0.0924469477822889,0.12462958242371859,1,0.7267313560041087
ENSG00000001497.18,-0.0924469477822889,0.12462958242371859,1,0.7267313560041087
ENSG00000001497.18,-0.06761447369645524,0.0383682352730905,1,0.8461313498416179
ENSG00000001497.18,1.0640857736055853,2.3662631447471036,1,0.13529718856552375
ENSG00000001497.18,-0.1418411228678433,0.044994675134180595,1,0.833562499498132
ENSG00000001497.18,0.7929694453752774,1.4204114605737332,1,0.2434180528864437
ENSG00000001617.12,1.1473854159595387,3.75296662171867,1,0.06621123563130218
ENSG00000001617.12,-0.09548117113361332,0.23242548717145542,1,0.6346925483111272
ENSG00000001617.12,-0.11321670192855204,0.5786658684613019,1,0.45525016898152726
ENSG00000001617.12,0.10559469684426415,0.4980825877171146,1,0.4880605445824282
ENSG00000001629.10,-0.013389751081080085,0.031563195207795866,1,0.862314600350991
ENSG00000001629.10,0.22061793938985197,2.4216596399720784,1,0.14878596739410535
ENSG00000001630.18,-0.04519948286309372,0.013039729144851275,1,0.9106246622588144
ENSG00000001630.18,-0.03999756519574403,0.15600742757800828,1,0.6985082366377177
ENSG00000001630.18,0.35444906361080625,4.395122258932777,1,0.053700662552442886
ENSG00000001631.17,0.2474595039421832,0.10020778919942078,1,0.753176464047681
ENSG00000001631.17,-0.32072168602628004,0.16169209036189391,1,0.68967891650884
ENSG00000001631.17,-0.4069302818719063,0.2746003563908311,1,0.6030661083721984
ENSG00000001631.17,-0.19252595283237284,0.1561829140311054,1,0.6947312179688317
ENSG00000001631.17,-0.09633765449293819,0.05128176982174158,1,0.8219658690112949
ENSG00000001631.17,-0.3419705039963396,0.37926474897195156,1,0.5413795550746747
ENSG00000001631.17,1.7397368011667087,4.578482193214159,1,0.038337535569080976
ENSG00000001631.17,-0.018714410578438034,0.0015853542685387218,1,0.9684314541406027
ENSG00000001631.17,0.8345069776125698,0.6369486311454104,1,0.4293875236278527
ENSG00000002016.18,-0.3328135053380965,1.8765198479968983,1,0.19931400752370693
ENSG00000002016.18,0.44370527010254973,2.580792257375344,1,0.13779759520057586
ENSG00000002330.14,-0.13053767041876618,0.3650768501550777,1,0.5550213208130341
ENSG00000002330.14,0.030324452738636182,0.09704498499790497,1,0.7598316645062175
ENSG00000002330.14,-0.23474895613334823,1.0024649328525657,1,0.3331043090866724
ENSG00000002549.13,-0.3939027759711955,1.9957225597021602,1,0.1786070491822992
ENSG00000002549.13,0.04290625638499179,0.033547812399662286,1,0.8571793313158271
ENSG00000002549.13,0.022858825859719545,0.02483381222073051,1,0.876930397503443
ENSG00000002586.20,0.06128136973266152,0.6002955116070733,1,0.44506696614270447
ENSG00000002586.20,-0.06387737675653327,0.23610099299595158,1,0.6308802942841584
ENSG00000002586.20,-0.5250442332982903,29.858202768617485,1,8.232217352097493e-06
ENSG00000002586.20,0.032188610907038395,0.27867388429716455,1,0.6017996787703299
ENSG00000002586.20,0.08570804199711546,0.8672586427927023,1,0.35980780667076495
ENSG00000002586.20,-0.5833213484007214,4.055126046392402,1,0.053902211549277046
ENSG00000002745.13,-0.8315278994626871,6.554362699548655,1,0.027145001331420376
ENSG00000002745.13,0.11431570837331151,0.5392391735160258,1,0.4786272753286023
ENSG00000002822.16,-0.1926080777490693,0.3502824567967123,1,0.5598317580746068
ENSG00000002822.16,0.824461753873674,1.3075226737303813,1,0.26481963059635116
ENSG00000002822.16,0.009677021825728715,0.001982223165426403,1,0.9648794899169355
ENSG00000002822.16,0.8261326332202312,0.5120439427852719,1,0.481588405807184
ENSG00000002834.19,0.6012254210171628,4.107011854583855,1,0.05405725587502706
ENSG00000002834.19,0.4585313919429721,1.0919880857204942,1,0.3065338469151064
ENSG00000002834.19,-0.0048865283407533155,0.0014710406392639318,1,0.9697253710438152
ENSG00000002834.19,0.5048896142211694,0.661188040231905,1,0.4242045773878428
ENSG00000002834.19,0.27434940044978884,0.1645969773817998,1,0.6885849070787645
ENSG00000002919.15,-0.07830394096561832,0.15298940927069848,1,0.7013238163936624
ENSG00000002919.15,0.2644875373771782,1.161471182418739,1,0.2985851598786947
ENSG00000002919.15,-0.29761602619474736,0.7774876068552691,1,0.392146668619764
