"GeneID","logFC","exon.F","exon.df.test","exon.p.value"
"ENSG00000000003.16",-0.0254667872593508,0.0305590381584177,1,0.863529554636892
"ENSG00000000003.16",0.458927551324319,1.37133980628016,1,0.259570658023163
"ENSG00000000003.16",0.0914028364105343,0.0319463611365951,1,0.860500367582291
"ENSG00000000419.14",-0.434664721366905,6.56967206928192,1,0.0164940719996489
"ENSG00000000419.14",0.0511861748101179,0.245067888661623,1,0.624718960626859
"ENSG00000000419.14",0.0247782766326203,0.0178048250555594,1,0.894874947742359
"ENSG00000000419.14",0.422513781438189,0.925529490966982,1,0.344872026593654
"ENSG00000000419.14",0.664670018125223,2.18725894955617,1,0.151147026185246
"ENSG00000000457.14",0.445708046406313,4.18787031020917,1,0.0663516115972057
"ENSG00000000457.14",-0.465614806045505,4.08423813711178,1,0.0692901981493634
"ENSG00000000460.17",1.48676810863792,2.1522595593835,1,0.156957857245911
"ENSG00000000460.17",-0.446494624627213,0.305107608387884,1,0.586442955115415
"ENSG00000000460.17",0.468897113521139,0.47505716403509,1,0.498103445174785
"ENSG00000000460.17",-0.698492084067833,1.10824877382375,1,0.304249125612191
"ENSG00000000971.17",0.153514879736836,0.0967495355778941,1,0.760061050084339
"ENSG00000000971.17",0.0254408999304623,0.0317853520386491,1,0.860893212587888
"ENSG00000000971.17",-0.239538867902381,0.568561507185376,1,0.462544165814728
"ENSG00000001084.13",0.0671414853700724,0.0143561665937673,1,0.905521257532762
"ENSG00000001084.13",-0.0358024865643838,0.0332039454299929,1,0.856781219870052
"ENSG00000001084.13",-0.0978897746312484,0.132292523328755,1,0.718919238605454
"ENSG00000001084.13",0.868054025376349,9.51535494388608,1,0.00468605575465394
"ENSG00000001084.13",-1.00150990205837,10.2802498629648,1,0.00346342025109543
"ENSG00000001084.13",-0.623613504391734,1.21833236206317,1,0.279496465526679
"ENSG00000001167.15",0.026444069460096,0.0975533887263617,1,0.760799462972098
"ENSG00000001167.15",-0.144973198587342,1.24605691845044,1,0.288793737582455
"ENSG00000001460.18",-0.49533952559529,2.02403794642284,1,0.176126700861973
"ENSG00000001460.18",0.778673378534657,2.3633492114529,1,0.145893081098098
"ENSG00000001460.18",0.354360231329165,0.665506805923403,1,0.427910131206092
"ENSG00000001461.19",-0.00513461057122735,0.00415465013310979,1,0.949477289582533
"ENSG00000001461.19",0.301451828513287,5.16640780286599,1,0.0385335027592842
"ENSG00000001461.19",-0.445569545853189,7.17960520704963,1,0.0174112109590705
"ENSG00000001497.18",-0.0925772537466756,0.124042837304243,1,0.727350586254936
"ENSG00000001497.18",-0.0925772537466756,0.124042837304243,1,0.727350586254936
"ENSG00000001497.18",-0.0669876585591833,0.0375684120350322,1,0.847723879980697
"ENSG00000001497.18",1.06415855336175,2.37239362275845,1,0.134821973138804
"ENSG00000001497.18",-0.141867876141935,0.0451244204456168,1,0.833327747586268
"ENSG00000001497.18",0.793237870185001,1.42476547636119,1,0.242723228616282
"ENSG00000001617.12",1.14759332678939,3.78032102087693,1,0.0653191495949646
"ENSG00000001617.12",-0.0952595965456187,0.230545924277647,1,0.636062361171675
"ENSG00000001617.12",-0.113108451793748,0.570457187335661,1,0.458430760097561
"ENSG00000001617.12",0.105398402108248,0.490278239692683,1,0.491456620258254
"ENSG00000001629.10",-0.0133911581564163,0.0309512194253117,1,0.863642480415535
"ENSG00000001629.10",0.220597181578679,2.42150282127828,1,0.148812629729032
"ENSG00000001630.18",-0.0453082733999413,0.0131631416721597,1,0.910205704917186
"ENSG00000001630.18",-0.0400056327752925,0.153030440800045,1,0.701248516523373
"ENSG00000001630.18",0.354589806382188,4.38432755891937,1,0.0539725173760955
"ENSG00000001631.17",0.247552823374596,0.100254974087675,1,0.753121853512277
"ENSG00000001631.17",-0.320643326139161,0.161584368101969,1,0.689778732049482
"ENSG00000001631.17",-0.407243787496208,0.274938989470687,1,0.602846158443876
"ENSG00000001631.17",-0.192450099689294,0.155517293857966,1,0.695350553567482
"ENSG00000001631.17",-0.0963867716718081,0.051073397857408,1,0.822322739671922
"ENSG00000001631.17",-0.341674334240256,0.377737308229527,1,0.54219452637099
"ENSG00000001631.17",1.73963123088144,4.57532760124765,1,0.038406719544559
"ENSG00000001631.17",-0.018839267020482,0.00160027076295827,1,0.96828355494432
"ENSG00000001631.17",0.834359788910017,0.637093120814121,1,0.429339977152021
"ENSG00000002016.18",-0.332836092259546,1.87896253001959,1,0.199058605193622
"ENSG00000002016.18",0.443694966241297,2.58576949994567,1,0.137471903464347
"ENSG00000002330.14",-0.130506356428183,0.36532144556342,1,0.554893265355044
"ENSG00000002330.14",0.0303124559903303,0.0954934371735826,1,0.761695929061531
"ENSG00000002330.14",-0.234854493100173,1.0051872087697,1,0.33247503060071
"ENSG00000002549.13",-0.3937657700348,1.99310797093641,1,0.178882303980806
"ENSG00000002549.13",0.0428193120892484,0.0332944193577121,1,0.857714289801651
"ENSG00000002549.13",0.0228720607447119,0.0243811398784415,1,0.878048233812792
"ENSG00000002586.20",0.0613081063000873,0.597169989888632,1,0.446245907781924
"ENSG00000002586.20",-0.0637983720274313,0.23662924012696,1,0.630502453145137
"ENSG00000002586.20",-0.524819624654512,29.8088654624001,1,8.34987510743237e-06
"ENSG00000002586.20",0.0321947669579625,0.273961380295517,1,0.604875902477454
"ENSG00000002586.20",0.0858387000800533,0.868423917299541,1,0.35949521418221
"ENSG00000002586.20",-0.583338545485866,4.09460037835991,1,0.0528293030695608
"ENSG00000002745.13",-0.831423743732326,6.60294632072702,1,0.0267081839590127
"ENSG00000002745.13",0.114356762870319,0.538706566503074,1,0.478848675814647
"ENSG00000002822.16",-0.193118482570043,0.350791699102143,1,0.559556370505801
