"transcript","s2.post","df.prior"
"ENST00000611116.2",1.22455318256217,2.35352225218826
"ENST00000390289.2",2.23890954456712,2.35352225218826
"ENST00000617347.1",3.34284992314602,2.35352225218826
"ENST00000361390.2",1.12774407862036,2.35352225218826
"ENST00000361453.3",0.675963963081598,2.35352225218826
"ENST00000361624.2",0.192828752842639,2.35352225218826
"ENST00000361739.1",0.463194708138878,2.35352225218826
"ENST00000361851.1",0.632735493608242,2.35352225218826
"ENST00000361899.2",0.204198257005051,2.35352225218826
"ENST00000362079.2",0.256153676106122,2.35352225218826
"ENST00000361227.2",0.28632967905579,2.35352225218826
"ENST00000361335.1",0.318816063184532,2.35352225218826
"ENST00000361381.2",0.220283044038282,2.35352225218826
"ENST00000361567.2",0.150306351048549,2.35352225218826
"ENST00000361681.2",0.21545746800351,2.35352225218826
"ENST00000361789.2",0.314262374781517,2.35352225218826
"ENST00000614336.4",2.25163828796885,2.35352225218826
"ENST00000612640.4",4.34138633696512,2.35352225218826
"ENST00000618686.1",1.63342983534609,2.35352225218826
"ENST00000612465.1",0.666676313190623,2.35352225218826
"ENST00000612919.1",1.54511640280784,2.35352225218826
"ENST00000612848.1",1.08261551588794,2.35352225218826
"ENST00000613230.1",5.87473840175701,2.35352225218826
"ENST00000400754.4",2.40841577937922,2.35352225218826
"ENST00000707298.1",2.05929806885586,2.35352225218826
"ENST00000707299.1",2.91231525108683,2.35352225218826
"ENST00000707301.1",9.61792392882965,2.35352225218826
"ENST00000672017.1",1.43082546150075,2.35352225218826
"ENST00000672339.1",11.236495565621,2.35352225218826
"ENST00000672295.1",1.38204715925568,2.35352225218826
"ENST00000672064.1",1.87039771063163,2.35352225218826
"ENST00000673550.1",1.95423326418627,2.35352225218826
"ENST00000672938.1",3.57319876698209,2.35352225218826
"ENST00000672225.1",1.59279014479778,2.35352225218826
"ENST00000672190.1",16.8702592777124,2.35352225218826
"ENST00000673576.1",3.64339874726829,2.35352225218826
"ENST00000710476.1",3.02981795032633,2.35352225218826
"ENST00000643872.4",1.13890336222174,2.35352225218826
"ENST00000628983.2",5.2094897104597,2.35352225218826
"ENST00000673006.3",4.53338555062179,2.35352225218826
"ENST00000672883.3",9.00648835168863,2.35352225218826
"ENST00000711214.1",0.177456982491829,2.35352225218826
"ENST00000711204.1",1.18159206175434,2.35352225218826
"ENST00000711203.1",1.95330135788271,2.35352225218826
"ENST00000711201.1",1.33304763704628,2.35352225218826
"ENST00000711197.1",0.940477312604888,2.35352225218826
"ENST00000711192.1",5.98964355254555,2.35352225218826
"ENST00000711184.1",18.8316334978496,2.35352225218826
"ENST00000711179.1",18.0890700878393,2.35352225218826
"ENST00000711173.1",10.9016119481071,2.35352225218826
"ENST00000711172.1",35.6810318123105,2.35352225218826
"ENST00000711171.1",23.2495602220102,2.35352225218826
"ENST00000711165.1",1.46242156892817,2.35352225218826
"ENST00000711164.1",1.70783277580477,2.35352225218826
"ENST00000711161.1",2.72690821361225,2.35352225218826
"ENST00000711160.1",0.337535889069456,2.35352225218826
"ENST00000711158.1",1.54810120713567,2.35352225218826
"ENST00000711154.1",1.19502927843965,2.35352225218826
"ENST00000711132.1",0.990331713272464,2.35352225218826
"ENST00000711186.1",2.92176900373627,2.35352225218826
"ENST00000711185.1",1.82532131683897,2.35352225218826
"ENST00000672066.1",0.417742316825804,2.35352225218826
"ENST00000673544.1",5.40274720147718,2.35352225218826
"ENST00000672298.1",1.70105717004722,2.35352225218826
"ENST00000850822.1",2.96270227286,2.35352225218826
"ENST00000711232.1",2.28435399006331,2.35352225218826
"ENST00000711233.1",1.28163358132673,2.35352225218826
"ENST00000711260.1",0.540375966046211,2.35352225218826
"ENST00000711264.1",8.37842501670013,2.35352225218826
"ENST00000711271.1",2.73990257693021,2.35352225218826
"ENST00000711273.1",1.76341941373943,2.35352225218826
"ENST00000711277.1",5.10161605929949,2.35352225218826
"ENST00000711284.1",1.47752155431029,2.35352225218826
"ENST00000710353.1",11.333699500986,2.35352225218826
"ENST00000672201.1",0.505742094885945,2.35352225218826
"ENST00000673369.1",1.41762268100492,2.35352225218826
"ENST00000672991.1",3.35289374898727,2.35352225218826
"ENST00000672633.1",3.30016381961774,2.35352225218826
"ENST00000673585.1",5.04977489201538,2.35352225218826
"ENST00000707384.1",1.78156500170726,2.35352225218826
"ENST00000707385.1",1.88020954790994,2.35352225218826
"ENST00000707390.1",1.59832397346591,2.35352225218826
"ENST00000707355.1",1.18127711440011,2.35352225218826
"ENST00000707357.1",2.28370562028245,2.35352225218826
"ENST00000707364.1",1.44517403433685,2.35352225218826
"ENST00000707369.1",3.37952701747118,2.35352225218826
"ENST00000707372.1",0.420155038244393,2.35352225218826
"ENST00000707376.1",4.61321728163801,2.35352225218826
"ENST00000707381.1",1.69372052070288,2.35352225218826
"ENST00000710277.1",14.9648861352247,2.35352225218826
"ENST00000713539.1",16.7417940623958,2.35352225218826
"ENST00000713541.1",15.8789318107105,2.35352225218826
"ENST00000710279.1",4.44748000655643,2.35352225218826
"ENST00000710278.1",1.59669341318566,2.35352225218826
"ENST00000713540.1",40.5097979003697,2.35352225218826
"ENST00000713538.1",15.0589209275689,2.35352225218826
"ENST00000710275.1",21.835312792539,2.35352225218826
"ENST00000628182.3",1.29790602138682,2.35352225218826
"ENST00000625211.2",5.5176080347612,2.35352225218826
"ENST00000626698.1",5.4183005871207,2.35352225218826
"ENST00000629245.3",1.64552827927862,2.35352225218826
"ENST00000626912.1",1.93434386844354,2.35352225218826
"ENST00000627374.3",2.13024057746856,2.35352225218826
"ENST00000626413.3",2.25378867464356,2.35352225218826
"ENST00000628303.1",7.7167691197027,2.35352225218826
"ENST00000707468.1",0.359907618241398,2.35352225218826
"ENST00000707471.1",2.19685481019504,2.35352225218826
"ENST00000707473.1",2.99430158946478,2.35352225218826
"ENST00000707475.1",4.07787569375491,2.35352225218826
"ENST00000707476.1",1.84385237199801,2.35352225218826
"ENST00000707480.1",2.45014627417857,2.35352225218826
"ENST00000707481.1",6.70959194704674,2.35352225218826
"ENST00000707482.1",3.44829664852951,2.35352225218826
"ENST00000707483.1",2.66006231687936,2.35352225218826
"ENST00000707484.1",4.60057820267823,2.35352225218826
"ENST00000707485.1",7.14046894299704,2.35352225218826
"ENST00000707486.1",5.09119356146216,2.35352225218826
"ENST00000707487.1",2.18506823348125,2.35352225218826
"ENST00000707488.1",3.35680086107203,2.35352225218826
"ENST00000707489.1",4.68248917487841,2.35352225218826
"ENST00000707491.1",5.24253283366989,2.35352225218826
"ENST00000707492.1",28.737318495275,2.35352225218826
"ENST00000672102.1",1.71965156094596,2.35352225218826
"ENST00000673523.1",5.37294101714649,2.35352225218826
"ENST00000673377.1",6.36276112069213,2.35352225218826
"ENST00000673407.1",1.5373641987038,2.35352225218826
"ENST00000672611.1",13.8603486835517,2.35352225218826
"ENST00000284878.12",2.11332027707479,2.35352225218826
"ENST00000382751.4",0.353122073034196,2.35352225218826
"ENST00000673372.1",0.509557911021069,2.35352225218826
"ENST00000671919.1",34.3425828471229,2.35352225218826
"ENST00000671801.1",3.8370243181143,2.35352225218826
"ENST00000400532.5",2.80918821523241,2.35352225218826
"ENST00000480456.6",3.12459237883265,2.35352225218826
"ENST00000460679.5",4.96687904414969,2.35352225218826
"ENST00000671752.1",1.44566158782558,2.35352225218826
"ENST00000672447.1",1.86378470822619,2.35352225218826
"ENST00000286835.12",5.71977574439454,2.35352225218826
"ENST00000399804.5",5.50745951112751,2.35352225218826
"ENST00000434667.3",30.1831918384962,2.35352225218826
"ENST00000672495.1",1.19269417636763,2.35352225218826
"ENST00000672180.1",2.90541196027648,2.35352225218826
"ENST00000400546.6",2.29288646612555,2.35352225218826
"ENST00000284894.8",2.9827470457123,2.35352225218826
"ENST00000382172.4",0.66962718519566,2.35352225218826
"ENST00000270112.7",1.51440887081038,2.35352225218826
"ENST00000672242.1",2.14758438822804,2.35352225218826
"ENST00000382141.4",2.28029547411608,2.35352225218826
"ENST00000284881.9",0.974887154509727,2.35352225218826
"ENST00000400558.7",6.45699955217747,2.35352225218826
"ENST00000405964.2",8.14570562873131,2.35352225218826
"ENST00000261667.8",0.755620249604176,2.35352225218826
"ENST00000400485.6",1.75042896100659,2.35352225218826
"ENST00000487909.5",24.3184171467164,2.35352225218826
"ENST00000298248.12",1.9609516315216,2.35352225218826
"ENST00000331923.9",5.41744372957481,2.35352225218826
"ENST00000466846.5",1.53951346548846,2.35352225218826
"ENST00000443785.5",10.7915996624369,2.35352225218826
"ENST00000497873.1",1.88647539068391,2.35352225218826
"ENST00000290178.4",5.4491582145673,2.35352225218826
"ENST00000464256.1",2.13100474616738,2.35352225218826
"ENST00000355854.8",5.26350166942982,2.35352225218826
"ENST00000409308.6",1.05417643534694,2.35352225218826
"ENST00000409130.5",4.16505321260591,2.35352225218826
"ENST00000474320.1",1.85818845761428,2.35352225218826
"ENST00000379221.4",0.513218724567767,2.35352225218826
"ENST00000400256.5",6.01261076481728,2.35352225218826
"ENST00000582147.1",5.95473676792568,2.35352225218826
"ENST00000671038.1",2.97442604173441,2.35352225218826
"ENST00000335327.6",6.45268278104679,2.35352225218826
"ENST00000361042.8",3.07229116513514,2.35352225218826
"ENST00000379749.8",10.4781693511183,2.35352225218826
"ENST00000379743.8",33.564067701652,2.35352225218826
"ENST00000379742.4",1.43663356132711,2.35352225218826
"ENST00000478947.1",3.56058385283862,2.35352225218826
"ENST00000473823.5",7.44883008590561,2.35352225218826
"ENST00000474646.1",2.52589696504799,2.35352225218826
"ENST00000497145.1",1.83584841786518,2.35352225218826
"ENST00000541179.5",1.11090253198035,2.35352225218826
"ENST00000541481.5",8.59172731608581,2.35352225218826
"ENST00000578921.6",0.514918670956436,2.35352225218826
"ENST00000578734.5",6.86714668391129,2.35352225218826
"ENST00000286800.8",3.9997475041854,2.35352225218826
"ENST00000399921.5",4.83275340528239,2.35352225218826
"ENST00000435072.1",3.25601808727233,2.35352225218826
"ENST00000584307.5",12.3738961201425,2.35352225218826
"ENST00000314574.5",1.17247065256596,2.35352225218826
"ENST00000577611.1",6.67185301609282,2.35352225218826
"ENST00000667466.1",19.3702710738991,2.35352225218826
"ENST00000360938.8",0.776630763899414,2.35352225218826
"ENST00000432278.5",3.5926287329089,2.35352225218826
"ENST00000653642.1",8.82527624177079,2.35352225218826
"ENST00000662305.1",0.779636252752168,2.35352225218826
"ENST00000456966.1",5.35205178197829,2.35352225218826
"ENST00000318388.11",0.510171094211872,2.35352225218826
"ENST00000465096.5",2.15402428176746,2.35352225218826
