transcript,tagwise.dispersion,trended.dispersion,AveLogCPM
ENST00000611116.2,0.21833732202400832,0.9326133575001997,-0.963277069125617
ENST00000390289.2,0.21952934068287122,0.7670816758177121,0.016859315340486476
ENST00000617347.1,0.425539480326645,0.7496223835888003,0.26758076914937584
ENST00000361390.2,0.007285634971592382,0.009715385814449216,10.511337520534518
ENST00000361453.3,0.005125848552030812,0.009679744866612154,10.564577753911555
ENST00000361624.2,0.0024634721028549238,0.008442925336269674,13.306315066630644
ENST00000361739.1,0.003993071279881621,0.008985331204566278,11.839986322637637
ENST00000361851.1,0.005100398806580539,0.011568750774632406,8.601746185673177
ENST00000361899.2,0.0025322543321032367,0.00921838706640702,11.354491333839068
ENST00000362079.2,0.0028487244658379225,0.008961887890928184,11.892625384551444
ENST00000361227.2,0.0031135554591593876,0.011914251224167097,8.361372848579288
ENST00000361335.1,0.003283243389664922,0.01083341536222963,9.206843839486863
ENST00000361381.2,0.002631623067931242,0.008805401196944191,12.266508842451866
ENST00000361567.2,0.0021750159449254497,0.009183543642198099,11.42272958684593
ENST00000361681.2,0.002607931821354813,0.010294556482850957,9.75964248065128
ENST00000361789.2,0.003204964750666109,0.00943753398015887,10.954518490467768
ENST00000614336.4,0.05492254180866099,0.17427390661259654,3.0683166471967884
ENST00000612640.4,0.238263349763785,0.5910633496004878,1.2145644138236371
ENST00000618686.1,0.17366692614987858,0.761908343142519,0.12074789632721866
ENST00000612465.1,0.007277052215713047,0.024404653132091066,5.528384752727492
ENST00000612919.1,0.14065890085375438,0.7375234124693302,0.35838892583005405
ENST00000612848.1,0.02770999727056707,0.11571319331754049,3.5360553889666533
ENST00000613230.1,0.5359375777918787,0.7290321901876069,0.4144705670087681
ENST00000400754.4,0.17061183242425093,0.6688786085352632,0.7824948867712357
ENST00000707298.1,0.030788702076913928,0.07933781631404817,3.944887681603105
ENST00000707299.1,0.37380301447207015,0.8451560866776495,-0.39530329387623164
ENST00000707301.1,0.2372679202329247,0.2693429167172174,2.4765062267908067
ENST00000672017.1,0.04302856143417165,0.17274411175028917,3.078602007727441
ENST00000672339.1,2.315025789524991,0.7680019663137057,-0.004251655132042023
ENST00000672295.1,0.04894634279149634,0.20992764170662018,2.839041742602504
ENST00000672064.1,0.08274657470718741,0.3442780959687723,2.1054595682485036
ENST00000673550.1,0.020252324561459655,0.04334108285746085,4.658044487904658
ENST00000672938.1,0.04441300164065853,0.06851211978842163,4.107613355259845
ENST00000672225.1,0.13188888503251397,0.5538868115206163,1.354919846674259
ENST00000672190.1,4.514094546004148,0.779090714508742,-0.156914999750746
ENST00000673576.1,0.17424394818290204,0.5021281954863519,1.5186268159230278
ENST00000710476.1,0.24940269209840182,0.7478858489510011,0.2819189632590516
ENST00000643872.4,0.011438805707300985,0.029271920169501833,5.211076973494374
ENST00000628983.2,0.32610982809617906,0.6781558304606857,0.7274205657981719
ENST00000673006.3,0.5320290865209388,0.7786594558963499,-0.15473560871560865
ENST00000672883.3,2.2587666328942726,0.8623799002731802,-0.45732561909478164
ENST00000711214.1,0.0023663185460379883,0.013011302707155559,7.728669745103562
ENST00000711204.1,0.03167450297259475,0.12699267467348083,3.431769239336971
ENST00000711203.1,0.12971539228446252,0.5660609666838122,1.3118593532410436
ENST00000711201.1,0.1345418825774285,0.7684389997426182,-0.014719083689745189
ENST00000711197.1,0.02389657851126893,0.10368207531444334,3.656318737237273
ENST00000711192.1,0.939847467747928,0.7712699364825168,-0.07674611429638131
ENST00000711184.1,1.2002216657151807,0.34230167570148634,2.114457672683457
ENST00000711179.1,2.1913441688944744,0.44299825736210724,1.7113362135517547
ENST00000711173.1,0.1918207142493783,0.20429252573708437,2.874498940536217
ENST00000711172.1,0.7335408507853454,0.19885870298804642,2.9089816212485435
ENST00000711171.1,0.331701096685836,0.1700276129567213,3.0971903550699764
ENST00000711165.1,0.023993826189351582,0.07602397028740784,3.992416800468162
ENST00000711164.1,0.0889093711821301,0.40897452711057936,1.8356040300264858
ENST00000711161.1,0.061537543510010784,0.17486994663261435,3.06433245972033
ENST00000711160.1,0.0039144391337518755,0.017171458314817315,6.414662837127912
ENST00000711158.1,0.04027369194374294,0.15195986806485742,3.226984252134551
ENST00000711154.1,0.14075844330559847,0.8664372701004202,-0.4738131813469948
ENST00000711132.1,0.025342356036817743,0.10862267356657425,3.6058215518692656
ENST00000711186.1,0.1832820428874862,0.6467589594402248,0.9137373903363729
ENST00000711185.1,0.1305565791929543,0.6222220802153077,1.0610485459348467
ENST00000672066.1,0.006157691693030299,0.028059025020930363,5.280860489049687
ENST00000673544.1,1.124922173046658,0.8985033866454171,-0.6603545528501632
ENST00000672298.1,0.1314279192935432,0.6793634268476505,0.7203353483635637
ENST00000850822.1,0.17898895544003562,0.6280554386181691,1.028355296156816
ENST00000711232.1,0.2041290336355711,0.7570511551227259,0.1910724265960387
ENST00000711233.1,0.023532069396326273,0.0822608298699425,3.9058167700145368
ENST00000711260.1,0.008209553308613919,0.03489341965359732,4.950603283768338
ENST00000711264.1,0.49246518451079924,0.639694130479157,0.9566829990440507
ENST00000711271.1,0.14143273934094927,0.5108763090719485,1.491470234271928
ENST00000711273.1,0.08720580567143679,0.38105573254329195,1.9458954276124552
ENST00000711277.1,0.7900628880927678,0.8663018958439199,-0.473161492903458
ENST00000711284.1,0.12044354758735105,0.7018717293501925,0.585510416271645
ENST00000710353.1,2.394056897504891,0.767450118247018,0.008788136461566726
ENST00000672201.1,0.007578480033110605,0.0326227885174443,5.046126534992937
ENST00000673369.1,0.06916546690394892,0.33279521814483454,2.1580373940073567
ENST00000672991.1,0.17762070284898335,0.5659105117191485,1.3124059790633535
ENST00000672633.1,0.48517409568198144,0.8896297850939509,-0.5973932880960212
ENST00000673585.1,0.8856942124142313,0.8608773992983864,-0.4519755162801963
ENST00000707384.1,0.1348218576344669,0.6639715093317919,0.8114259269337393
ENST00000707385.1,0.1394277087822064,0.6596487633281752,0.8368051164173337
ENST00000707390.1,0.1196597794992642,0.6227638614526547,1.058012280746109
ENST00000707355.1,0.026512130378948902,0.10253971757160041,3.6682362898548715
ENST00000707357.1,0.18138866634986986,0.7028403599732448,0.5797368723123689
ENST00000707364.1,0.07749539693770664,0.3855465266164157,1.9276161140840924
ENST00000707369.1,0.13228711573517135,0.3913563084589756,1.9041580800766613
ENST00000707372.1,0.006358509113868745,0.029263256630452324,5.211571539574445
ENST00000707376.1,0.28047814623646833,0.6405490865481949,0.9514858271056628
ENST00000707381.1,0.23675215138554173,0.8968464948785781,-0.647453468729345
ENST00000710277.1,2.528307837552364,0.7322302609618048,0.39368847405437435
ENST00000713539.1,4.589478232216687,0.814849879841354,-0.30011974359386334
ENST00000713541.1,2.7234238819147247,0.7634262719600086,0.09501618890940791
ENST00000710279.1,0.11943291567372079,0.2687136957216608,2.4800063155363223
ENST00000710278.1,0.02893034954341402,0.09173827316996092,3.787785763199754
ENST00000713540.1,2.5811746367731785,0.6039820651904639,1.1562372521291795
ENST00000713538.1,0.2545826223700305,0.2094154410939044,2.842282781854805
ENST00000710275.1,0.3756905364685863,0.22303993536218938,2.755715117474844
ENST00000628182.3,0.0141906009617688,0.036041223327977746,4.904461846762019
ENST00000625211.2,0.1483659769337339,0.30743705210101974,2.2781755500765466
ENST00000626698.1,0.10916200537897257,0.20843631442929467,2.848418878168518
ENST00000629245.3,0.16520488587825008,0.7853997582273398,-0.1885195715105208
ENST00000626912.1,0.14373317945386804,0.6745392817512523,0.7487535965858211
ENST00000627374.3,0.10536081496149632,0.43402452072429515,1.7428009532441584
ENST00000626413.3,0.08735134001527561,0.32082091863318873,2.2139061629071164
ENST00000628303.1,0.7655785549067119,0.7452203218276616,0.304085654283724
ENST00000707468.1,0.0034679204767441123,0.009453749041486659,10.926934993760993
ENST00000707471.1,0.026311921595394153,0.05950920678629306,4.27155489223226
ENST00000707473.1,0.2833600064985133,0.6763398467006728,0.7381110617425956
ENST00000707475.1,0.13069885830239988,0.30646052529287354,2.2829289072110934
ENST00000707476.1,0.06549397142162522,0.2577909706885489,2.5419190645285585
ENST00000707480.1,0.16776645570739834,0.6330049919211899,0.9976624198744938
ENST00000707481.1,0.35677593989471995,0.645069451101572,0.923958892787186
ENST00000707482.1,0.23636895877491262,0.6149307351258089,1.102211052357922
ENST00000707483.1,0.15942126779877755,0.583991007689429,1.2440832500467296
ENST00000707484.1,0.3548057314607183,0.7409636422925712,0.33571323619670984
ENST00000707485.1,0.3784852870032917,0.5557073239045051,1.349074661259088
ENST00000707486.1,0.861437217631189,0.7928213434073433,-0.22504987564966963
ENST00000707487.1,0.22791995736210022,0.7749582395483421,-0.11823121367829158
ENST00000707488.1,0.045760792070016404,0.09090042681649302,3.7978061260998115
ENST00000707489.1,0.2803613098289976,0.6589031864178141,0.8412063702196453
ENST00000707491.1,0.10070128313594949,0.1955706376537526,2.9298615656130984
ENST00000707492.1,2.239956550497339,0.6984694113074958,0.6058972542228614
ENST00000672102.1,0.04878647486910085,0.17265295226718214,3.0792235955962077
ENST00000673523.1,0.9279340150138398,0.8332143230844329,-0.3575803933528675
ENST00000673377.1,0.31221555944251017,0.5940770113389441,1.2020738874571526
ENST00000673407.1,0.12246720663651903,0.6684961969077433,0.784790040144096
ENST00000672611.1,2.4771694600212117,0.7507679509224501,0.25816587712837324
ENST00000284878.12,0.07028041147783501,0.2588090543024311,2.5359627784235528
ENST00000382751.4,0.004049874094435121,0.017611620720784944,6.329109924650353
ENST00000673372.1,0.00620433392520766,0.024251109981922103,5.540783774270962
ENST00000671919.1,2.970509891389188,0.5806671552929393,1.258058580231881
ENST00000671801.1,0.2733725462490028,0.6879112746574751,0.6690789830356249
ENST00000400532.5,0.21872986165740751,0.5882405810908702,1.2263111626346812
ENST00000480456.6,0.07759984206730358,0.21858957889879072,2.783859188839273
ENST00000460679.5,0.5616840855254298,0.766216991630607,0.03590652920798539
ENST00000671752.1,0.06732150328201261,0.31600306323407507,2.2368573473141797
ENST00000672447.1,0.22953192529869432,0.8581720894897944,-0.442313781786699
ENST00000286835.12,0.0560914306035076,0.06507529532797769,4.166345425199283
ENST00000399804.5,0.0711530015356984,0.10373015471494751,3.655818104653364
ENST00000434667.3,1.0366865648668122,0.26227111474862896,2.5160820102160693
ENST00000672495.1,0.025265152095269708,0.09565614758495167,3.7429607521000765
ENST00000672180.1,0.22948648490723378,0.7302723348810263,0.40651919970343203
ENST00000400546.6,0.15533381150157557,0.6320772328662208,1.0033912275852475
ENST00000284894.8,0.0922159862042306,0.27521870611741805,2.444069548596588
ENST00000382172.4,0.011857293772106245,0.05001117152355209,4.479619413001505
ENST00000270112.7,0.07471979345853916,0.3516036095397483,2.072387491448339
ENST00000672242.1,0.06699332977964437,0.2326534274304141,2.694777058484024
ENST00000382141.4,0.27962619886421264,0.8554162478459457,-0.43243338354066807
ENST00000284881.9,0.01600747529803758,0.05802160753416459,4.301445681084363
ENST00000400558.7,0.9731475554395623,0.769222928813653,-0.0333768789907254
ENST00000405964.2,2.2017936058905394,0.8850447179631898,-0.5684067845451102
ENST00000261667.8,0.006218474029320445,0.015039414354350253,6.933830232410157
ENST00000400485.6,0.018777018095146595,0.04248653726704844,4.684502993034239
ENST00000487909.5,1.3610331104719633,0.43010064069136045,1.7570870722001914
ENST00000298248.12,0.06914347906538147,0.2579796668119351,2.5408142684629964
ENST00000331923.9,0.10621869676776292,0.19205943280946194,2.952155578695463
ENST00000466846.5,0.04794684627208343,0.17687369854016113,3.0509858679151503
ENST00000443785.5,1.0699586068429112,0.6909802759026364,0.650854183115
ENST00000497873.1,0.1736528398583469,0.7608253080995386,0.13926594423574243
ENST00000290178.4,0.2787440223875396,0.6013829499858967,1.1689678280176587
ENST00000464256.1,0.10091473343444442,0.39887652005786683,1.874586609454776
ENST00000355854.8,0.4900535974349164,0.7639500266271866,0.08619697106915859
ENST00000409308.6,0.013606800640335976,0.04214856522709126,4.695030841940225
ENST00000409130.5,0.3436354403421467,0.6992145907904468,0.6014177159449358
ENST00000474320.1,0.06773142880176768,0.26460531977444,2.5029607081345198
ENST00000379221.4,0.009270383290491084,0.042576746652556306,4.681699151232807
ENST00000400256.5,0.2776937261938485,0.49577755396156864,1.5383033007535583
ENST00000582147.1,0.2941154279242554,0.5314880530527268,1.4275264192100836
ENST00000671038.1,0.23585529281382436,0.7416003519461916,0.3315390332690336
ENST00000335327.6,0.09452940936523274,0.12594536758503555,3.4410966986225175
ENST00000361042.8,0.030527432372725406,0.047715267431299085,4.537920131121451
ENST00000379749.8,0.15076169213825008,0.07249305710799729,4.045029208873856
ENST00000379743.8,0.3846328654260467,0.09987791651345168,3.6961772310253234
ENST00000379742.4,0.009856250177102588,0.013834191454102666,7.359032081808772
ENST00000478947.1,0.28035883812097834,0.6977403564337583,0.6102877423729413
ENST00000473823.5,0.7677082670020547,0.6605763552682469,0.8313392870786467
ENST00000474646.1,0.31704446197386554,0.8848617590371343,-0.567246160099557
ENST00000497145.1,0.1520494487271196,0.5290170071254928,1.4351163832369995
ENST00000541179.5,0.007671709632776071,0.012106869264672172,8.2373330376827
ENST00000541481.5,0.14917428058965082,0.07961674314248327,3.941014375231872
ENST00000578921.6,0.005852248311605152,0.021426178449017227,5.797448171915878
ENST00000578734.5,1.0403735456034242,0.7692906343437876,-0.034981232823453175
ENST00000286800.8,0.02519015665424304,0.01893995118432367,6.109875866216946
ENST00000399921.5,0.03034107673386889,0.02297642600777347,5.649266738332927
ENST00000435072.1,0.2767365275678445,0.7300230612884516,0.4081153990375906
ENST00000584307.5,0.16421999786563868,0.12750789868813392,3.427192079110543
ENST00000314574.5,0.009454361442112494,0.01950351540415998,6.029601804673535
ENST00000577611.1,1.7228984897585808,0.9274049586537791,-0.9144982492324321
ENST00000667466.1,0.39173260229307477,0.28808048556554666,2.375537284392509
ENST00000360938.8,0.007135626780137802,0.017820794040994258,6.290942739478427
ENST00000432278.5,0.43692302958663376,0.8102850520855687,-0.28509419964759997
ENST00000653642.1,1.386676438879448,0.45954541442168434,1.6546019321851646
ENST00000662305.1,0.009898635024320845,0.03228393536972436,5.061622097714538
ENST00000456966.1,0.9905078545588311,0.8524416282546836,-0.42172495223873424
ENST00000318388.11,0.0058344412636702645,0.021993496869641183,5.740438221363847
ENST00000465096.5,0.1467185872875733,0.6315700690094892,1.0065276257070332
ENST00000328656.8,0.16521904022157471,0.9095561694518864,-0.7516148420350697
ENST00000398934.5,0.7298603459928613,0.9090289590809375,-0.7470230703506278
ENST00000381554.8,0.07306344227796902,0.20763353545413743,2.8534572568987824
