"transcript","tagwise.dispersion","trended.dispersion","AveLogCPM"
"ENST00000611116.2",0.219230741001887,0.935461969410771,-0.963275025465715
"ENST00000390289.2",0.219977888422099,0.770120007852395,0.0168416723404389
"ENST00000617347.1",0.425718084311908,0.750370909098298,0.267562886805899
"ENST00000361390.2",0.00728612271382064,0.0097306243033229,10.5113375173814
"ENST00000361453.3",0.00512518187379302,0.00968192182396039,10.5645781293701
"ENST00000361624.2",0.00247913021909179,0.00857592285368641,13.306317149988
"ENST00000361739.1",0.00402410184301476,0.00915458539336944,11.8399876450521
"ENST00000361851.1",0.00510619684006143,0.0115798692867916,8.60174861565282
"ENST00000361899.2",0.00255254602766265,0.00935137269596318,11.3544945862685
"ENST00000362079.2",0.00287332332979764,0.00913340004446388,11.8926278419089
"ENST00000361227.2",0.00313759689005459,0.0120987769630388,8.36137610147463
"ENST00000361335.1",0.00330386353915641,0.0109657583956323,9.20684527768969
"ENST00000361381.2",0.00265720259339423,0.0089837956064077,12.2665119506945
"ENST00000361567.2",0.002193230222422,0.00932356189330293,11.4227339483606
"ENST00000361681.2",0.00262939440130899,0.010432956302408,9.75964889615447
"ENST00000361789.2",0.00321700696570445,0.00951535627366372,10.9545231613058
"ENST00000614336.4",0.0547073440956158,0.174480102930459,3.06831426444842
"ENST00000612640.4",0.237205242745814,0.5877627230536,1.21454575709123
"ENST00000618686.1",0.173433442535482,0.761788006696267,0.120746088335737
"ENST00000612465.1",0.00739419433459178,0.0252926322802095,5.52838569086111
"ENST00000612919.1",0.1406448665343,0.738214281521602,0.35839517118552
"ENST00000612848.1",0.0276441713333632,0.1168069242817,3.53605091108279
"ENST00000613230.1",0.535983709747315,0.729556278751189,0.414444233123002
"ENST00000400754.4",0.170795942484091,0.670005720214698,0.782499488281488
"ENST00000707298.1",0.031462308523967,0.0833069884337088,3.94488999743164
"ENST00000707299.1",0.372984356779657,0.833144779934822,-0.39528617381114
"ENST00000707301.1",0.23769414108533,0.271036258212234,2.47651726412197
"ENST00000672017.1",0.0427611778562237,0.172973515796814,3.07859396398259
"ENST00000672339.1",2.31785034930224,0.77179081050234,-0.00427620174242621
"ENST00000672295.1",0.048619769784282,0.209672629864471,2.83904440214775
"ENST00000672064.1",0.0824597794850307,0.345401764859194,2.10546033880984
"ENST00000673550.1",0.0203385912426484,0.043900568718207,4.65803533867969
"ENST00000672938.1",0.045585125302978,0.0734330570383567,4.10759443380071
"ENST00000672225.1",0.130631971449876,0.551000125605301,1.35489864513397
"ENST00000672190.1",4.52056042722394,0.784354112893112,-0.15685626674425
"ENST00000673576.1",0.173090582141845,0.499857221594283,1.51862704328356
"ENST00000710476.1",0.249579416407513,0.749289620129547,0.281913354792851
"ENST00000643872.4",0.0117811263193899,0.0312864523746392,5.21107825358633
"ENST00000628983.2",0.326185522493245,0.678932475891073,0.727445114841684
"ENST00000673006.3",0.533276130640329,0.784175549580026,-0.154760526652398
"ENST00000672883.3",2.24769229009592,0.84798154913363,-0.457350056941366
"ENST00000711214.1",0.00242425545595665,0.0135136735156683,7.72867197473932
"ENST00000711204.1",0.0316391742344474,0.128255567361631,3.43177647986865
"ENST00000711203.1",0.129150903233352,0.564900195679208,1.31186311042026
"ENST00000711201.1",0.135259446501723,0.772622443769415,-0.0147120035564722
"ENST00000711197.1",0.0238615587855475,0.104138211945006,3.65631980638507
"ENST00000711192.1",0.942325572933832,0.77765167924772,-0.0767821688134638
"ENST00000711184.1",1.20134203018667,0.343350952976782,2.11446976673979
"ENST00000711179.1",2.1921316877507,0.443287864779504,1.71131351855993
"ENST00000711173.1",0.191744574355033,0.20405871475923,2.87450166712149
"ENST00000711172.1",0.733785652200264,0.198638193284054,2.90902540896505
"ENST00000711171.1",0.331865818146775,0.170268431026339,3.09716657964306
"ENST00000711165.1",0.0246151952209686,0.0803764506023952,3.99242137941765
"ENST00000711164.1",0.0888567983747481,0.410333805436822,1.83560748144306
"ENST00000711161.1",0.0613380534799238,0.17506692737354,3.06432243292043
"ENST00000711160.1",0.00397400523370651,0.0176065583145377,6.41466267614119
"ENST00000711158.1",0.0402836702811248,0.151988524950402,3.22699002669297
"ENST00000711154.1",0.142225235747314,0.851977594386502,-0.473818540129548
"ENST00000711132.1",0.02528554596375,0.109385422074718,3.60582311900479
"ENST00000711186.1",0.181921588905821,0.643775268887042,0.913736174986808
"ENST00000711185.1",0.128103766458392,0.61560783712792,1.06105041516708
"ENST00000672066.1",0.0063404743661343,0.0299227290532858,5.28085692576568
"ENST00000673544.1",1.12504465507342,0.899025664049039,-0.660391489869869
"ENST00000672298.1",0.131311617009705,0.680100758035664,0.720329701199566
"ENST00000850822.1",0.176748068804395,0.621733280957443,1.02837460363139
"ENST00000711232.1",0.203795693388257,0.756237506912015,0.19107432473828
"ENST00000711233.1",0.0239910219549428,0.0857433085557234,3.90581304824119
"ENST00000711260.1",0.00841236783194452,0.036583340890271,4.95060125344817
"ENST00000711264.1",0.491144464367146,0.635422074226398,0.956657003213716
"ENST00000711271.1",0.140081829893283,0.508143211015551,1.49148280938212
"ENST00000711273.1",0.0870071117004344,0.383008411186633,1.94590071813152
"ENST00000711277.1",0.786554429343975,0.851811575533832,-0.473136388973675
"ENST00000711284.1",0.120425598257767,0.702873400903565,0.585506508161004
"ENST00000710353.1",2.39665645680015,0.77075522036568,0.00878895560246189
"ENST00000672201.1",0.0078072478741953,0.0346045293771681,5.04613121086039
"ENST00000673369.1",0.0688873173016135,0.333546524175086,2.15803984165892
"ENST00000672991.1",0.177136931138228,0.56471899298042,1.31242041602899
"ENST00000672633.1",0.483466344975872,0.882769515835402,-0.597392902766875
"ENST00000673585.1",0.880408254246861,0.846681694040662,-0.451970827594584
"ENST00000707384.1",0.134571896418061,0.664171882873383,0.811427870250381
"ENST00000707385.1",0.138829508708325,0.659048368149023,0.836807499852563
"ENST00000707390.1",0.117178743207112,0.616174332852759,1.05801281038703
"ENST00000707355.1",0.0264900264061565,0.102915652824719,3.66823439242658
"ENST00000707357.1",0.181409834043135,0.703876527355682,0.579728434970083
"ENST00000707364.1",0.0772586424872711,0.387468408419125,1.92761415594641
"ENST00000707369.1",0.132336168675694,0.393230331580072,1.90416657396591
"ENST00000707372.1",0.00655710613166004,0.0312767359192807,5.21157103830851
"ENST00000707376.1",0.278960534963955,0.636421761620333,0.95148756644454
"ENST00000707381.1",0.237045119915046,0.895656209139724,-0.647454692313646
"ENST00000710277.1",2.52920345384166,0.732739604880258,0.393688798975026
"ENST00000713539.1",4.58111084384456,0.811068124999285,-0.300123030737647
"ENST00000713541.1",2.7244262337485,0.76385314980533,0.0950620501914288
"ENST00000710279.1",0.119502616035999,0.270407582064136,2.48000128763916
"ENST00000710278.1",0.0291546102951001,0.0932428926479877,3.78777532769927
"ENST00000713540.1",2.57987829897506,0.598155252120197,1.15626549187911
"ENST00000713538.1",0.254528735556045,0.209161508948379,2.84226056264878
"ENST00000710275.1",0.375700762916939,0.223046191280425,2.75571337189968
"ENST00000628182.3",0.0144727105128753,0.0375530305116237,4.90447008887098
"ENST00000625211.2",0.148433771667719,0.307999594252678,2.27817780744669
"ENST00000626698.1",0.108991811955543,0.208182005117468,2.84843064275117
"ENST00000629245.3",0.165377443452777,0.787072360498155,-0.188514208356925
"ENST00000626912.1",0.143758511671386,0.675453223716517,0.748757135717122
"ENST00000627374.3",0.105323981288529,0.434422381311256,1.74280337437008
"ENST00000626413.3",0.0872747914340279,0.321254838941364,2.21390283942994
"ENST00000628303.1",0.765967523669896,0.746796133196216,0.304053116621479
"ENST00000707468.1",0.00347732661294222,0.00952673237237606,10.9269242925828
"ENST00000707471.1",0.0270664479282844,0.0639651662648334,4.2715416633531
"ENST00000707473.1",0.28345160653326,0.677187976870202,0.738108063011765
"ENST00000707475.1",0.130749925479763,0.307090234080337,2.28291625622029
"ENST00000707476.1",0.065289982026168,0.259358402061398,2.54191124255533
"ENST00000707480.1",0.165595824609484,0.627553801335845,0.997664413393219
"ENST00000707481.1",0.355619435132954,0.641775783136586,0.923953895929863
"ENST00000707482.1",0.233987188160945,0.607995487502195,1.10218604065081
"ENST00000707483.1",0.158892152889754,0.582581493556544,1.24407029324284
"ENST00000707484.1",0.354872784370415,0.741774335028117,0.335709521736712
"ENST00000707485.1",0.377588239977283,0.552875876152048,1.3490570505297
"ENST00000707486.1",0.861917788320197,0.794210830853973,-0.225048737239738
"ENST00000707487.1",0.228972736345989,0.781091809139154,-0.1182474139483
"ENST00000707488.1",0.0461191363685843,0.0925987107786804,3.7977905710248
"ENST00000707489.1",0.27991731564477,0.658162290352165,0.841217959309546
"ENST00000707491.1",0.100478380511554,0.19539696238756,2.92984793223442
"ENST00000707492.1",2.24080236689757,0.699349775931307,0.605906113109171
"ENST00000672102.1",0.0485594419645312,0.172882661794515,3.07921532844986
